SCHEMES,FUND NAME, A U M,LAUNCH DATE,1 DAY,7 DAY,15 DAY,30 DAY,3 MONTH,6 MONTH,1 YEAR,2 YEAR,3 YEAR,5 YEAR,7 YEAR,10 YEAR,15 YEAR,20 YEAR,25 YEAR,SINCE INCEPTION RETURN,FUND RAT,CATEGORY,CURRENT NAV,ALPHA,BETA,MEAN,STANDARD DEV,SHARPE RATIO,SORTI I NO,FUND MANAGER,AVG MAT,MODIFIED DURATION,YTM,PURCHASE MIN AMOUNT,SIP MIN AMOUNT,LARGE CAP,MID CAP,SMALL CAP,PB RATIO,PE RATIO,EXIT LOAD, EQUITY(%), DEBT(%), GOLD(%), GLOBAL EQUITY(%), OTHER(%),RS QUARD,EXPENSE RATIO,SOV,A,AA,AAA,BIG,CASH,DOWNSIDE DEVIATION,DOWNSIDE PROBABILITY
ICICI Pru Corporate Bond Fund (G),ICICI Prudential Mutual Fund,33753,12-06-2009,0.03,0.13,0.33,0.49,1.76,3.09,8.34,8.13,7.88,6.46,7.58,7.5,7.3,,,7.12,5,Debt: Corporate Bond,30.6523,1.13,0.37,7.65,0.8,1.73,2.7,Manish Banthia,5.52,3.09,7.02,100,100,0,0,0,0,0,0,0,100,0,0,0,,0.57,24.81,,0.47,70.86,,3.86,1.0694,26.1708
ICICI Pru Credit Risk Fund Reg (G),ICICI Prudential Mutual Fund,5994,03-12-2010,0.08,0.18,0.46,0.71,2.53,4.31,9.46,8.99,8.39,7.31,8,7.83,8.26,,,8.26,3,Debt: Credit Risk,32.9402,5.73,2.28,8.08,0.95,1.91,4.85,Akhil Kakkar,3.42,2.36,8.26,100,100,0,0,0,0,0,"For units in excess of 10% of the investment, 1% will be charged for redemption within 365 days",0,91.29,0,0,8.71,,1.4,14.17,30.87,39.19,4.8,,2.26,1.0086,23.6915
ICICI Pru CRISIL-IBX AAA Bond Financial Services Index Dec 2026 Fund Reg (G),ICICI Prudential Mutual Fund,9,27-01-2025,0,0.07,0.25,0.46,1.54,3.3,,,,,,,,,,7.98,0,Debt: Short Duration,10.6539,,,,,,,Darshil Dedhia,1.01,0.96,6.73,500,0,0,0,0,0,0,0.25% for redemption within 30 days,0,100,0,0,0,,0.27,14.34,,,82.14,,3.52,,
ICICI Pru CRISIL-IBX Financial Services 3-6 Months Debt Index Fund Reg (G),ICICI Prudential Mutual Fund,534,19-03-2025,0.06,0.13,0.31,0.55,1.63,3.31,,,,,,,,,,6.96,0,Debt: Ultra Short Duration,10.4752,,,,,,,Darshil Dedhia,0.44,0.44,6.49,500,1000,0,0,0,0,0,0,0,100,0,0,0,,0.16,,,,95.22,,4.78,,
ICICI Pru Debt Management Fund (G),ICICI Prudential Mutual Fund,108,18-12-2003,0.04,0.02,0.21,0.17,1.51,2.35,7.92,7.97,7.69,6.37,7.15,7.3,7.76,7.42,,7.19,5,Debt: Medium to Long Duration,45.9355,0.86,0.6,7.54,1.13,1.13,1.46,Manish Banthia,,,,500,100,0,0,0,0,0,0.25% for redemption within 15 days,0,100,0,0,0,,0.61,,,,,97.49,2.51,0.8226,20.5234
ICICI Pru Dividend Yield Equity Fund Reg (G),ICICI Prudential Mutual Fund,6232,16-05-2014,0.35,1.74,0.88,1.51,6.04,6.58,12.17,22.95,23.32,28.38,19.01,16.33,,,,15.97,0,Equity: Dividend Yield,55.1,7.42,0.85,21.92,11.99,1.31,2.01,Mittul Kalawadia,,,,1000,100,75.25,8.74,8.81,2.88,20,1% for redemption within 365 days,92.8,5.6,0,0,1.6,,1.81,1.6,,,,0.2,3.8,12.8074,40.5954
ICICI Pru ELSS Tax Saver Fund Reg (G),ICICI Prudential Mutual Fund,14844,19-08-1999,0.49,1.68,0.89,0.79,5.25,5.57,10.93,18.22,16.49,19.19,15.36,13.7,13.27,14.27,19.08,19.03,3,Equity: ELSS,970.36,1.02,0.86,15.62,11.85,0.79,1.38,Mittul Kalawadia,,,,500,500,76.05,6.29,15.68,3.46,25.53,0,98.02,1.98,0,0,0,,1.71,,,,,,1.98,11.3872,44.5196
ICICI Pru Energy Opportunities Fund Reg (G),ICICI Prudential Mutual Fund,10269,22-07-2024,0.66,1.52,1.04,4.59,8.28,6.99,12.61,,,,,,,,,5.39,0,Equity: Thematic,10.72,,,,,,,Nitya Mishra,,,,1000,100,56.63,11.58,25.37,1.97,14.1,1% for redemption within 3 months,92.63,6.42,0,0.95,0,,1.73,1.25,,,,,5.17,,
ICICI Pru Equity & Debt Fund (G),ICICI Prudential Mutual Fund,48071,03-11-1999,0.34,1.18,0.73,0.7,5.02,5.74,13.11,19.41,19.13,24.6,18.07,16.22,15.49,14.98,16.24,15.25,5,Hybrid: Aggressive,410.14,5.53,0.76,18.05,8.97,1.31,2.1,Nitya Mishra,,,,1000,100,63.23,4.08,6.19,3.14,22.81,"For units in excess of 30% of the investment, 1% will be charged for redemption within 365 days",73.5,24.3,0,0,2.2,,1.54,10.21,1.7,2.51,5.98,0.65,3.25,14.1522,46.2788
ICICI Pru Equity Arbitrage Fund Reg (G),ICICI Prudential Mutual Fund,32573,30-12-2006,0.02,0.17,0.33,0.41,1.33,2.95,6.42,7.02,7.08,5.75,5.59,5.78,6.8,,,6.86,4,Hybrid: Arbitrage,35.0259,0.88,0.19,6.82,0.39,1.42,2.19,Ajay Kumar Solanki,0.3,0.3,5.57,1000,1000,0,0,0,2.8,20.2,0.25% for redemption within 30 days,0,100,0,0,0,,0.93,0.03,,,3.4,15.62,1.49,0.5322,31.1741
ICICI Pru Equity Minimum Variance Fund Reg (G),ICICI Prudential Mutual Fund,3791,06-12-2024,0.46,2.05,1.67,1.67,5.48,4.68,,,,,,,,,,9.73,0,Equity: Thematic,10.97,,,,,,,Nitya Mishra,,,,1000,100,93.22,2.92,0,3.94,23.48,1% for redemption within 12 months,96.14,2.8,0,0,1.06,,1.91,1.19,,,,,1.61,,
ICICI Pru Equity Savings Fund (G),ICICI Prudential Mutual Fund,16487,05-12-2014,0,0.56,0.7,0.78,2.39,3.77,8.13,8.84,8.93,9.29,8.33,8.39,,,,7.98,5,Hybrid: Equity Savings,23.14,0.97,0.27,8.49,2.28,0.98,1.59,Ajay Kumar Solanki,2.89,1.5,5.91,1000,100,18.82,0.51,0.18,3.34,21.77,"For units in excess of 10% of the investment, 0.25% will be charged for redemption within 7 days",19.51,80.49,0,0,0,,0.98,14.82,,2.43,8.13,43.59,10.99,7.8627,38.0244
ICICI Pru ESG Exclusionary Strategy Fund Reg (G),ICICI Prudential Mutual Fund,1528,09-10-2020,0.44,1.05,-0.13,0,5.16,3.98,8.28,19.89,19.14,16.63,,,,,,17.71,0,Equity: Thematic,23.01,4.46,0.91,18.56,12.15,1.01,1.58,Mittul Kalawadia,,,,1000,100,65.53,5.66,22.37,3.67,27.06,1% for redemption within 365 days,93.56,6.44,0,0,0,,2.14,0.33,,,,,6.11,,
ICICI Pru Exports and Services Fund Reg (G),ICICI Prudential Mutual Fund,1421,30-11-2005,0.32,1.51,1.08,1.64,4.33,5.01,9.86,21.3,19.91,22.85,17.32,13.86,15.86,,,15.26,0,Equity: Thematic,169.82,4.95,0.82,19.12,11.23,1.14,2.34,Sankaran Naren,,,,1000,100,68.53,9.18,18.97,3.42,22.91,1% for redemption within 15 days,96.68,3.32,0,0,0,,2.27,,,,,,4.48,11.6178,42.3545
ICICI Pru Flexicap Fund Reg (G),ICICI Prudential Mutual Fund,19621,17-07-2021,0.61,1.22,0.15,-0.6,8.1,8.52,11.12,19.99,18.97,,,,,,,17.16,4,Equity: Flexi Cap,19.88,3.49,0.88,18.3,12.39,0.97,1.29,Rajat Chandak,,,,1000,100,62.3,7.21,26.87,5.31,34.11,1% for redemption within 365 days,96.38,3.62,0,0,0,,1.68,0.29,,,,,3.33,,
ICICI Pru Floating Interest Fund (G),ICICI Prudential Mutual Fund,7133,17-11-2005,0.06,0.37,0.56,0.86,1.86,3.52,7.74,7.96,7.76,6.43,7.12,7.16,7.81,,,7.64,3,Debt: Floater,436.5391,2.53,0.78,7.46,0.69,1.72,3.08,Darshil Dedhia,3.99,1.39,7.12,100,100,0,0,0,0,0,0,0,100,0,0,0,,1.03,34.79,,17.11,45.02,,3.08,0.7266,18.8705
ICICI Pru FMCG Fund (G),ICICI Prudential Mutual Fund,1949,31-03-1999,0.04,0.54,-1,-2.05,1.6,-0.78,0.7,3.22,8.01,13.93,11.11,11.54,14.12,14.99,16.96,15.61,0,Equity: Thematic,478,-4.57,0.7,8.45,12.06,0.18,0.22,Priyanka Khandelwal,,,,1000,100,76.51,13.42,8.09,9.81,29.55,1% for redemption within 15 days,97.53,1.98,0,0.49,0,,2.14,,,,,,1.98,12.1704,43.843
ICICI Pru Focused Equity Fund Reg (G),ICICI Prudential Mutual Fund,13471,28-05-2009,0.51,1.21,1.69,1.32,6.3,7.29,15.44,24.94,22.37,24.49,18.62,16.06,13.25,,,14.74,4,Equity: Focused,96.5,5.72,0.91,20.84,12.59,1.16,1.89,Vaibhav Dusad,,,,1000,100,83.08,12.28,0.03,4.25,28.15,1% for redemption within 365 days,95.39,4.61,0,0,0,,1.7,0.91,,,,,3.7,11.6536,46.5494
ICICI Pru Gilt Fund (G),ICICI Prudential Mutual Fund,9109,19-08-1999,0.03,-0.27,-0.07,-0.42,0.74,0.58,7.03,7.5,7.6,6.1,7.84,7.83,8.05,8.4,9.23,9.33,5,Debt: Gilt Fund,104.0083,0.34,0.48,7.6,1.9,0.7,0.8,Manish Banthia,18.59,6.63,7.2,5000,1000,0,0,0,0,0,0,0,100,0,0,0,,1.1,95.36,,,,,4.64,3.4156,36.3636
ICICI Pru Global Advantage Fund (FOF) Reg (G),ICICI Prudential Mutual Fund,367,07-10-2019,-0.81,-0.51,-0.83,2.04,6.19,17.34,24.99,22.85,18.63,8.71,,,,,,11.47,0,Equity: Global,19.5516,,,22.35,14.38,1.12,1.88,Dharmesh Kakkad,,,,0,100,96.71,0,0,0,0,1% for redemption within 30 days,0,3.29,0,96.71,0,,1.36,,,,,,3.29,,
ICICI Pru Global Stable Equity Reg (G),ICICI Prudential Mutual Fund,89,13-09-2013,0,1.78,1.99,0.41,2.03,7.76,12.67,12.95,11.71,10.97,9.85,9.33,,,,9.18,0,Equity: Global,29.16,,,11.52,9.41,0.56,1.01,Masoomi Jhurmarvala,,,,1000,1000,99.62,0,0,0,0,1% for redemption within 30 days,0,0.38,0,99.62,0,,1.42,,,,,,0.38,8.4587,43.5601
ICICI Pru Housing Opp Fund (G),ICICI Prudential Mutual Fund,2360,18-04-2022,0.28,0.62,-0.45,0.17,3.62,4.66,9.04,17.8,17.91,,,,,,,17.31,0,Equity: Thematic,17.73,2.96,0.86,17.59,12.14,0.93,1.55,Sanket Gaidhani,,,,1000,500,57.83,10.45,25.33,2.84,24.77,1% for redemption within 30 days,93.61,5.15,0,0,1.24,,2.07,,,,,,5.15,,
ICICI Pru Income Plus Arbitrage Active FoF (G),ICICI Prudential Mutual Fund,1820,18-12-2003,0.03,0.08,0.27,0.34,1.54,3.05,6.56,10.31,10.93,10.57,9.79,8.94,8.61,8.91,,8.69,0,Others: FoFs Domestic,63.8369,,,10.7,3.07,1.44,2.79,Manish Banthia,,,,500,1000,0,0,0,0,0,0,0,100,0,0,0,,0.23,,,,,98.26,1.74,5.0144,28.5124
ICICI Pru India Equity FOF (G),ICICI Prudential Mutual Fund,238,25-02-2020,0.38,1.22,0.83,1.45,4.75,5.29,9.96,21.23,21.06,24.98,,,,,,22.11,5,Equity: Flexi Cap,31.7632,5.22,0.87,19.88,11.7,1.16,1.87,Dharmesh Kakkad,,,,500,100,72.42,13.32,10.66,0,0,1% for redemption within 365 days,96.4,3.6,0,0,0,,1.21,,,,,,3.6,,
ICICI Pru India Opportunities Fund (G),ICICI Prudential Mutual Fund,32669,15-01-2019,0.27,1.49,1.51,2.9,6.67,6.61,13.33,21.97,22.96,30.71,,,,,,21.15,0,Equity: Thematic,37.57,7.01,0.82,21.2,11.44,1.31,2.31,Divya Jain,,,,0,100,70.95,12.65,11.5,2.91,21.17,1% for redemption within 365 days,95.1,4.9,0,0,0,,1.57,0.79,,,,,4.11,,
ICICI Pru Infrastructure Fund Reg (G),ICICI Prudential Mutual Fund,8232,31-08-2005,0.36,1.09,-0.39,1.15,4.2,4.95,9.47,24.36,26.86,34.67,22.4,17.84,13.06,15.9,,16,5,Equity: Sectoral,200.28,6.88,0.55,25.75,14.54,1.34,2.28,Ihab Dalwai,,,,1000,100,43.46,18.94,30.49,2.55,20,1% for redemption within 15 days,92.89,6.5,0,0,0.61,,1.84,0.53,,,,,5.97,13.8711,44.1137
ICICI Pru Innovation Fund Reg (G),ICICI Prudential Mutual Fund,7432,28-04-2023,0.26,1.48,0.63,0.84,5.54,7.19,12.78,25.54,,,,,,,,29.14,0,Equity: Thematic,19.24,,,,,,,Vaibhav Dusad,,,,1000,500,53.5,17.35,25.4,4.59,31.16,1% for redemption within 365 days,93.58,3.75,0,2.67,0,,1.79,0.64,,,,,3.11,,
ICICI Pru Large & Mid Cap Fund Reg (G),ICICI Prudential Mutual Fund,25753,09-07-1998,0.43,1.49,1.62,2.05,8.18,6.46,14.6,23.03,21.57,25.82,19.06,16.55,14.35,15.51,16.45,18.56,5,Equity: Large & Mid Cap,1056.93,5.87,0.87,20.12,11.69,1.18,1.73,Ihab Dalwai,,,,1000,100,42.07,37.5,13.13,3.58,27.74,1% for redemption within 30 days,92.7,7.3,0,0,0,,1.64,0.92,,,,,6.38,11.9362,44.5196
ICICI Pru Large Cap Fund Reg (G),ICICI Prudential Mutual Fund,75863,23-05-2008,0.43,2.01,1.5,1.76,5.36,5.52,11.76,19.48,18.08,19.87,16.25,15.08,13.57,,,15,5,Equity: Large Cap,115.4,3.2,0.89,17.13,11.2,0.97,1.57,Vaibhav Dusad,,,,100,100,81.83,8,0.48,3.49,23.49,1% for redemption within 365 days,90.31,9.69,0,0,0,,1.41,0.86,,,0.51,,8.32,11.7463,45.0609
ICICI Pru Liquid Fund (G),ICICI Prudential Mutual Fund,45629,17-11-2005,0.02,0.11,0.24,0.47,1.43,2.96,6.61,6.99,6.97,5.67,5.68,6.14,7.11,,,7.11,4,Debt: Liquid,394.9861,1.14,0.37,6.77,0.18,2.83,3.95,Darshil Dedhia,0.19,,5.97,1,100,0,0,0,0,0,Exit load of 0.0070% if redeemed within 1 day 0.0065% if redeemed within 2 days 0.0060% if redeemed within 3 days 0.0055% if redeemed within 4 days 0.0050% if redeemed within 5 days 0.0045% if redeemed within 6 days.,0,100,0,0,0,,0.29,16.84,,,82.95,,0.21,0.0645,0.55
ICICI Pru Long Term Bond Fund (G),ICICI Prudential Mutual Fund,1101,09-07-1998,0.03,-0.45,-0.38,-1.29,0.02,-1.32,5.63,7.74,7.27,4.64,6.99,7.08,7.44,7.72,8.04,8.35,0,Debt: Long Duration,89.9279,12.25,6.36,7.6,3.14,0.43,0.55,Manish Banthia,27.04,10.31,7.4,1000,1000,0,0,0,0,0,0,0,100,0,0,0,,0.95,89.21,,,5.07,,5.72,3.8494,42.9752
ICICI Pru Manufacturing Fund Reg (G),ICICI Prudential Mutual Fund,6608,11-10-2018,0.55,1.17,0.69,1.5,6.4,7.66,10.83,22.79,25.8,27.86,20.03,,,,,19.78,0,Equity: Thematic,36.42,4.68,1.05,24.14,15.87,1.13,1.56,Antariksha Banerjee,,,,0,100,42.93,26.1,25.6,4.17,32,1% for redemption within 365 days,94.63,5.37,0,0,0,,1.82,,,,,,5.37,,
ICICI Pru Medium Term Bond (G),ICICI Prudential Mutual Fund,5734,15-09-2004,0.06,0.1,0.38,0.52,2.22,3.6,9.15,8.52,7.97,6.71,7.64,7.45,7.95,7.63,,7.49,5,Debt: Medium Duration,46.2409,1.15,0.54,7.78,1.03,1.47,2.57,Akhil Kakkar,6.5,3.73,7.87,1000,1000,0,0,0,0,0,"For units in excess of 10% of the investment, 1% will be charged for redemption within 365 days",0,93.34,0,0,6.66,,1.38,17.66,8.94,45.34,16.84,,4.56,1.5839,30.854
ICICI Pru MidCap Fund (G),ICICI Prudential Mutual Fund,6964,28-10-2004,0.55,1.72,1.78,2.75,7.15,10.72,14.74,24.81,23.24,25.57,19.11,16.3,15.33,15.29,,17.78,3,Equity: Mid Cap,314,-0.66,0.98,21.53,16.26,0.94,1.37,Lalit Kumar,,,,1000,100,13.16,70.51,15.03,4.45,37.28,1% for redemption within 365 days,98.7,1.3,0,0,0,,1.86,,,,,,1.3,14.0301,40.4601
ICICI Pru MNC Fund Reg (G),ICICI Prudential Mutual Fund,1728,17-06-2019,0.24,1.07,0.8,0.87,5.88,7.17,5.77,13.28,14.33,19.02,,,,,,17.95,0,Equity: Thematic,29.15,0.01,0.79,13.9,11.57,0.66,0.78,Roshan Chutkey,,,,0,100,47.2,19.83,29.23,5.38,32.31,1% for redemption within 365 days,94.57,3.74,0,1.69,0,,2.13,,,,,,3.74,,
ICICI Pru Money Market Fund Reg (G),ICICI Prudential Mutual Fund,34020,09-03-2006,0.05,0.12,0.28,0.5,1.53,3.29,7.62,7.63,7.54,6.11,6.47,6.71,7.42,,,7.14,4,Debt: Money Market,389.212,2.63,0.92,7.32,0.34,3.05,6.63,Manish Banthia,0.45,0.45,6.25,1,100,0,0,0,0,0,0,0,100,0,0,0,,0.33,13.92,,,85.73,,0.35,0.4295,3.9788
ICICI Pru Multi Asset Fund (G),ICICI Prudential Mutual Fund,68000,31-10-2002,0.1,1.03,1.12,0.94,7.21,8.13,16.83,19.9,19.43,23.9,17.77,16.15,14.18,16.52,,20.97,5,Hybrid: Multi-Asset,806.7921,6.13,0.69,18.27,6.78,1.77,2.95,Akhil Kakkar,2.72,1.29,6.2,1000,100,48.02,12.6,5.85,3.19,22.86,"For units in excess of 30% of the investment, 1% will be charged for redemption within 365 days",66.24,28.29,3.23,0.23,2.01,,1.38,6.5,0.55,1.84,3.8,1.36,14.24,10.3108,42.7605
ICICI Pru Multicap Fund Reg (G),ICICI Prudential Mutual Fund,16067,01-10-1994,0.53,1.45,1.05,1.4,3.94,3.96,7.11,19.2,19.96,22.51,16.44,14.93,13.45,15.03,17.86,15.17,4,Equity: Multi Cap,812.99,2.44,0.83,19.13,12.52,1.03,1.69,Lalit Kumar,,,,1000,100,38.09,30.1,28.98,3.77,34.19,1% for redemption within 365 days,97.17,2.83,0,0,0,,1.73,0.58,,,,,2.25,11.1253,43.7077
ICICI Pru NASDAQ 100 Index Fund Reg (G),ICICI Prudential Mutual Fund,2665,18-10-2021,-0.96,-3.23,-4.21,0.69,5.27,19.39,24.17,28.56,31.49,,,,,,,16.66,0,Equity: Global,18.7684,,,30.99,16.45,1.5,2.1,Sharmila DSilva,,,,0,0,99.9,0,0,0,0,0,0,0.1,0,99.9,0,,1.07,,,,,,0.1,,
ICICI Pru Nifty 100 Low Vol 30 E T F FOF Reg (G),ICICI Prudential Mutual Fund,1499,12-04-2021,0.26,1.18,1.29,0.69,4.96,5.36,9.88,16.05,16.28,,,,,,,14.71,4,Equity: Index,18.8066,1.66,0.93,15.89,12.41,0.78,1.14,Ashwini Jemin Bharucha,,,,1000,100,99.95,0,0,0,0,0,99.95,0.05,0,0,0,,0.54,,,,,,0.05,,
ICICI Pru Nifty 200 Momentum 30 Index Fund Reg (G),ICICI Prudential Mutual Fund,583,05-08-2022,0.46,1.55,1.85,0.65,5.8,4.22,-3.32,14.31,16.27,,,,,,,17.38,1,Equity: Index,17.091,-1.77,1.25,16.06,17.75,0.55,0.77,Ashwini Jemin Bharucha,,,,5000,100,74.89,25.06,0.04,4.95,30.91,0,99.98,0.02,0,0,0,,1,,,,,,0.02,,
ICICI Pru Nifty 200 Quality 30 Index Fund Reg (G),ICICI Prudential Mutual Fund,21,09-06-2025,0.55,1.74,1.64,1.62,6.42,,,,,,,,,,,6.43,0,Equity: Index,10.312,,,,,,,Ashwini Jemin Bharucha,,,,0,0,67.11,31.41,1.34,7.81,25.22,0,99.86,0.14,0,0,0,,0.83,,,,,,0.14,,
ICICI Pru Nifty 50 Index Fund Reg (G),ICICI Prudential Mutual Fund,14887,26-02-2002,0.4,1.71,1.16,1.28,5.69,4.72,11.44,15.69,13.14,15.91,14.28,13.33,10.88,12.99,,14.83,3,Equity: Index,262.1506,-1.09,0.95,13.31,11.67,0.6,1,Ajay Kumar Solanki,,,,100,100,99.48,0,0.46,3.6,24.11,0,99.94,0.06,0,0,0,,0.36,,,,,,0.06,11.8361,47.3613
ICICI Pru Nifty 500 Index Fund Reg (G),ICICI Prudential Mutual Fund,44,20-12-2024,0.49,1.49,1.02,1.51,5.45,4.91,,,,,,,,,,7.9,0,Equity: Index,10.7387,,,,,,,Ashwini Jemin Bharucha,,,,100,100,69.74,19.05,10.41,3.72,25.79,0,99.2,0.8,0,0,0,,0.88,,,,,,0.8,,
ICICI Pru Nifty Alpha Low Vol 30 E T F FOF (G),ICICI Prudential Mutual Fund,917,20-09-2021,0.46,0.53,0.7,-0.2,2.96,0.79,-0.98,13.67,15.77,,,,,,,10.08,2,Equity: Index,14.9121,-0.79,1.07,15.34,14.92,0.61,0.83,Ashwini Jemin Bharucha,,,,0,0,99.94,0,0,0,0,0,99.94,0.06,0,0,0,,0.53,,,,,,0.06,,
ICICI Pru Nifty Auto Index Fund Reg (G),ICICI Prudential Mutual Fund,167,11-10-2022,0.85,2.23,2.39,0.79,13.63,15.01,19.72,27.09,28.05,,,,,,,28.32,0,Equity: Index,21.6834,-0.45,0.99,24.52,17.55,1.04,1.3,Ashwini Jemin Bharucha,,,,1000,1000,73.88,21.66,4.4,4.96,28.51,0,99.94,0.06,0,0,0,,0.94,,,,,,0.06,,
ICICI Pru Nifty Bank Index Fund (G),ICICI Prudential Mutual Fund,657,02-03-2022,0.75,1.75,2.02,2.1,6.34,6.76,17.45,16.33,11.48,,,,,,,14.51,2,Equity: Index,16.5427,-0.22,0.99,11.95,12.82,0.44,0.91,Ajay Kumar Solanki,,,,5000,1000,84.01,15.96,0,2.05,15.43,0,99.97,0.03,0,0,0,,0.76,,,,,,0.03,,
ICICI Pru Nifty EV & New Age Automotive E T F FoF (G),ICICI Prudential Mutual Fund,29,17-04-2025,0.22,1.34,0.7,0.19,7.52,6.25,,,,,,,,,,30.07,0,Equity: Thematic,11.836,,,,,,,Ashwini Jemin Bharucha,,,,1000,1000,0,0,99.95,0,0,0,99.95,0.05,0,0,0,,0.6,,,,,,0.05,,
ICICI Pru Nifty G-Sec Dec 2030 Index Fund Reg (G),ICICI Prudential Mutual Fund,903,11-10-2022,-0.04,-0.06,0.21,0.19,1.54,1.91,8.61,8.79,8.25,,,,,,,8.47,0,Debt: Long Duration,12.8698,10.91,5.21,8.24,2.11,0.93,1.43,Darshil Dedhia,4.99,4.11,6.36,500,1000,0,0,0,0,0,0,0,100,0,0,0,,0.39,97.35,,,,,2.65,,
ICICI Pru Nifty IT Index Fund Reg (G),ICICI Prudential Mutual Fund,540,18-08-2022,0.2,1.91,1.86,4.62,4.96,-2.99,-12.77,7.65,8.17,,,,,,,7.28,0,Equity: Index,12.5682,-0.11,1,10.25,19.54,0.2,0.34,Ajay Kumar Solanki,,,,1000,1000,82.11,17.28,0,6.63,23.96,0,99.39,0.61,0,0,0,,0.88,,,,,,0.61,,
ICICI Pru Nifty LargeMidcap 250 Index Fund Reg (G),ICICI Prudential Mutual Fund,238,13-03-2024,0.54,1.57,1.51,2.22,6.23,5.91,10.72,,,,,,,,,14.47,0,Equity: Index,12.5523,,,,,,,Ashwini Jemin Bharucha,,,,100,100,51.04,47.01,1.95,3.71,25.03,0,100,0,0,0,0,,0.76,,,,,,,,
ICICI Pru Nifty Midcap 150 Index Fund (G),ICICI Prudential Mutual Fund,901,22-12-2021,0.67,1.6,2,3.21,6.82,7.16,11.32,19.45,23.34,,,,,,,18.68,3,Equity: Index,19.5245,-0.89,0.99,21.41,15.71,0.96,1.36,Ajay Kumar Solanki,,,,100,100,4,92.82,3.05,4,32.22,0,99.87,0.13,0,0,0,,0.94,,,,,,0.13,,
ICICI Pru Nifty Next 50 Index Fund Reg (G),ICICI Prudential Mutual Fund,8139,25-06-2010,0.52,0.74,0.46,1.16,5.39,4.77,3.99,22.24,17.74,18.67,14.24,13.85,11.92,,,12.49,2,Equity: Index,61.6258,0.38,1.32,18.03,17.83,0.66,0.91,Ajay Kumar Solanki,,,,100,100,90.61,6.63,2.7,3.68,21.6,0,99.94,0.06,0,0,0,,0.68,,,,,,0.06,14.7248,41.272
ICICI Pru Nifty Pharma Index Fund Reg (G),ICICI Prudential Mutual Fund,91,14-12-2022,0.19,2.16,3.09,2.69,2.93,5.62,4.88,19.61,,,,,,,,20.98,0,Equity: Index,17.3568,,,,,,,Ashwini Jemin Bharucha,,,,1000,1000,69.37,24.15,6.48,5.1,35.91,0,100,0,0,0,0,,0.98,,,,,,,,
ICICI Pru Nifty Private Bank Index Fund (G),ICICI Prudential Mutual Fund,10,17-07-2025,0.78,1.64,1.2,0.5,6.2,,,,,,,,,,,4.5,0,Equity: Sectoral,10.169,,,,,,,Ashwini Jemin Bharucha,,,,1000,1000,77.91,16.59,2.63,2.42,19.99,0,97.13,2.87,0,0,0,,0.9,,,,,,2.87,,
ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund (G),ICICI Prudential Mutual Fund,9449,28-09-2021,0.05,0.11,0.26,0.48,1.52,3.04,8.15,8.22,7.59,,,,,,,5.94,0,Debt: Medium Duration,12.7002,6.79,3.23,7.52,1.11,1.13,2.03,Darshil Dedhia,1.8,1.71,6.44,500,500,0,0,0,0,0,0,0,100,0,0,0,,0.38,58.59,,,39.23,,2.18,,
ICICI Pru Nifty SDL Dec 2028 Index Fund Reg (G),ICICI Prudential Mutual Fund,879,12-10-2022,-0.05,0.03,0.12,0.47,1.21,2.44,8.26,8.66,8.16,,,,,,,8.34,0,Debt: Medium to Long Duration,12.8217,9.9,4.75,8.02,1.76,1,1.27,Darshil Dedhia,3.14,2.77,6.71,500,1000,0,0,0,0,0,0,0,100,0,0,0,,0.37,97.6,,,,,2.4,,
ICICI Pru Nifty SDL Sep 2026 Index Fund Reg (G),ICICI Prudential Mutual Fund,260,21-12-2022,0.05,0.12,0.25,0.43,1.41,3.11,7.33,7.74,,,,,,,,7.33,0,Debt: Medium to Long Duration,12.2864,,,,,,,Darshil Dedhia,0.78,0.76,5.92,500,500,0,0,0,0,0,0,0,100,0,0,0,,0.4,93.53,,,,,6.47,,
ICICI Pru Nifty SDL Sep 2027 Index Fund (G),ICICI Prudential Mutual Fund,1604,24-03-2022,0.05,0.12,0.25,0.54,1.47,2.96,8.09,8.35,7.75,,,,,,,6.58,0,Debt: Medium to Long Duration,12.6181,7.35,3.47,7.67,1.2,1.17,1.85,Darshil Dedhia,1.82,1.72,6.31,500,100,0,0,0,0,0,0,0,100,0,0,0,,0.35,97.52,,,,,2.48,,
ICICI Pru Nifty Smallcap 250 Index Fund Reg (G),ICICI Prudential Mutual Fund,572,02-11-2021,0.68,1.07,-0.66,0.71,3.11,4.75,1.87,14.43,21.53,,,,,,,14.39,3,Equity: Small Cap,17.2241,-0.58,1.02,21.81,19.34,0.8,1.19,Ajay Kumar Solanki,,,,0,0,11.38,7.64,69.38,3.82,34.23,0,88.4,11.6,0,0,0,,0.84,1.39,,,,,10.21,,
ICICI Pru Nifty Top 15 Equal Weight Index Fund (G),ICICI Prudential Mutual Fund,22,27-06-2025,0.48,1.31,1.04,1.14,8.59,,,,,,,,,,,10.51,0,Equity: Index,10.4479,,,,,,,Ashwini Jemin Bharucha,,,,1000,1000,99.19,0,0,3.58,22.36,0,99.19,0.81,0,0,0,,0.92,,,,,,0.81,,
